danceability|energy|key|loudness|mode|speechiness|acousticness|instrumentalness|liveness|valence|tempo|type|id|uri|track_href|analysis_url|duration_ms|time_signature|artist_name|song_name|num_top|popularity
0.66|0.756|0|-3.743|0|0.032|0.00289|0.0|0.193|0.838|116.034|audio_features|7tI8dRuH2Yc6RuoTjxo4dU|spotify:track:7tI8dRuH2Yc6RuoTjxo4dU|https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU|https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU|170888|4|Jimin|Who|1|94
0.747|0.507|2|-10.171|1|0.0358|0.2|0.0608|0.117|0.438|104.978|audio_features|6dOtVTDdiauQNBQEDOtlAB|spotify:track:6dOtVTDdiauQNBQEDOtlAB|https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB|https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB|210373|4|Billie Eilish|BIRDS OF A FEATHER|2|100
0.701|0.76|0|-5.478|1|0.0285|0.107|6.54e-05|0.185|0.69|103.969|audio_features|2qSkIjg1o9h3YT9RAgYN75|spotify:track:2qSkIjg1o9h3YT9RAgYN75|https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75|https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75|175459|4|Sabrina Carpenter|Espresso|3|98
0.669|0.586|9|-6.073|1|0.054|0.274|0.0|0.104|0.579|107.071|audio_features|5N3hjp1WNayUPZrA8kJmJP|spotify:track:5N3hjp1WNayUPZrA8kJmJP|https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP|https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP|186365|4|Sabrina Carpenter|Please Please Please|4|97
0.924|0.668|11|-6.795|1|0.0469|0.446|0.000594|0.0678|0.787|128.027|audio_features|6WatFBLVB0x077xWeoVc2k|spotify:track:6WatFBLVB0x077xWeoVc2k|https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k|https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k|195824|4|KAROL G|Si Antes Te Hubiera Conocido|5|96
0.669|0.761|6|-6.936|1|0.0314|0.00554|0.0326|0.197|0.357|125.996|audio_features|3iLTQEyj15Q561Ow6QnkhP|spotify:track:3iLTQEyj15Q561Ow6QnkhP|https://api.spotify.com/v1/tracks/3iLTQEyj15Q561Ow6QnkhP|https://api.spotify.com/v1/audio-analysis/3iLTQEyj15Q561Ow6QnkhP|158095|4|The Archer|Run|6|38
0.7|0.582|11|-5.96|0|0.0356|0.0502|0.0|0.0881|0.785|116.712|audio_features|0WbMK4wrZ1wFSty9F7FCgu|spotify:track:0WbMK4wrZ1wFSty9F7FCgu|https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu|https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu|218424|4|Chappell Roan|Good Luck, Babe!|7|96
0.464|0.745|4|-3.202|0|0.161|0.0235|0.0|0.363|0.262|180.098|audio_features|0OA00aPt3BV10qeMIs3meW|spotify:track:0OA00aPt3BV10qeMIs3meW|https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW|https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW|190667|4|Hanumankind|Big Dawgs|8|90
0.794|0.5|8|-8.454|0|0.049|0.438|3e-05|0.0905|0.659|99.985|audio_features|2esZG2XFtuoWWA9AfDvSxy|spotify:track:2esZG2XFtuoWWA9AfDvSxy|https://api.spotify.com/v1/tracks/2esZG2XFtuoWWA9AfDvSxy|https://api.spotify.com/v1/audio-analysis/2esZG2XFtuoWWA9AfDvSxy|222000|4|FloyyMenor|Gata Only|9|72
0.926|0.661|11|-8.504|0|0.184|0.0542|0.102|0.0781|0.674|125.039|audio_features|3f7z8wcJVZgycYW3USO4f8|spotify:track:3f7z8wcJVZgycYW3USO4f8|https://api.spotify.com/v1/tracks/3f7z8wcJVZgycYW3USO4f8|https://api.spotify.com/v1/audio-analysis/3f7z8wcJVZgycYW3USO4f8|186240|4|Cheshire|Pacman|10|40
