danceability|energy|key|loudness|mode|speechiness|acousticness|instrumentalness|liveness|valence|tempo|type|id|uri|track_href|analysis_url|duration_ms|time_signature|artist_name|song_name|num_top|popularity
0.635|0.601|1|-6.129|0|0.0295|0.246|0.0|0.11|0.332|123.994|audio_features|3Vr3zh0r7ALn8VLqCiRR10|spotify:track:3Vr3zh0r7ALn8VLqCiRR10|https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10|https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10|172533|4|Myles Smith|Stargazing|26|92
0.645|0.646|5|-8.334|1|0.0427|0.0615|3.04e-05|0.074|0.295|115.842|audio_features|51ZQ1vr10ffzbwIjDCwqm4|spotify:track:51ZQ1vr10ffzbwIjDCwqm4|https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4|https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4|228639|4|Ariana Grande|we can't be friends (wait for your love)|27|90
0.504|0.386|11|-10.976|1|0.0308|0.502|1.53e-05|0.0961|0.281|192.004|audio_features|2OzhQlSqBEmt7hmkYxfT6m|spotify:track:2OzhQlSqBEmt7hmkYxfT6m|https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m|https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m|228965|4|Taylor Swift|Fortnight (feat. Post Malone)|28|92
0.552|0.702|9|-5.707|1|0.157|0.117|2.06e-05|0.105|0.564|169.994|audio_features|1BxfuPKGuaTgP7aM0Bbdwr|spotify:track:1BxfuPKGuaTgP7aM0Bbdwr|https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr|https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr|178427|4|Taylor Swift|Cruel Summer|29|92
0.264|0.64|8|-6.221|1|0.0442|0.0393|2.31e-06|0.151|0.19|84.828|audio_features|7CyPwkp0oE8Ro9Dd5CUDjW|spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW|https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW|https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW|244685|4|The Weeknd|One Of The Girls (with JENNIE, Lily Rose Depp)|30|91
0.725|0.709|3|-5.017|0|0.129|0.321|0.000189|0.114|0.648|99.993|audio_features|6a9Z1jUms915w4O7N1PxjY|spotify:track:6a9Z1jUms915w4O7N1PxjY|https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY|https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY|193039|4|Rvssian|Santa|31|84
0.7|0.425|7|-12.531|1|0.0529|0.144|0.879|0.083|0.521|110.015|audio_features|7BRD7x5pt8Lqa1eGYC4dzj|spotify:track:7BRD7x5pt8Lqa1eGYC4dzj|https://api.spotify.com/v1/tracks/7BRD7x5pt8Lqa1eGYC4dzj|https://api.spotify.com/v1/audio-analysis/7BRD7x5pt8Lqa1eGYC4dzj|303440|4|Billie Eilish|CHIHIRO|32|94
0.756|0.672|0|-6.743|1|0.0522|0.464|3.37e-06|0.108|0.739|114.935|audio_features|2uqYupMHANxnwgeiXTZXzd|spotify:track:2uqYupMHANxnwgeiXTZXzd|https://api.spotify.com/v1/tracks/2uqYupMHANxnwgeiXTZXzd|https://api.spotify.com/v1/audio-analysis/2uqYupMHANxnwgeiXTZXzd|171783|4|Dasha|Austin (Boots Stop Workin')|33|91
0.774|0.86|7|-2.888|0|0.13|0.131|0.0|0.116|0.446|100.019|audio_features|7bywjHOc0wSjGGbj04XbVi|spotify:track:7bywjHOc0wSjGGbj04XbVi|https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi|https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi|196800|4|Feid|LUNA|34|90
0.882|0.764|11|-5.241|1|0.204|0.359|0.0|0.119|0.886|140.113|audio_features|7iabz12vAuVQYyekFIWJxD|spotify:track:7iabz12vAuVQYyekFIWJxD|https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD|https://api.spotify.com/v1/audio-analysis/7iabz12vAuVQYyekFIWJxD|140733|4|Central Cee|BAND4BAND (feat. Lil Baby)|35|91
0.612|0.807|10|-2.81|1|0.0336|0.0495|0.0177|0.101|0.398|124.053|audio_features|2QjOHCTQ1Jl3zawyYOpxh6|spotify:track:2QjOHCTQ1Jl3zawyYOpxh6|https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6|https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6|240400|4|The Neighbourhood|Sweater Weather|36|90
0.646|0.668|2|-5.203|1|0.0282|0.491|0.0|0.212|0.64|90.969|audio_features|5uQ7de4EWjb3rkcFxyEOpu|spotify:track:5uQ7de4EWjb3rkcFxyEOpu|https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu|https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu|148318|4|Mark Ambor|Belong Together|37|91
0.681|0.714|1|-4.617|0|0.0309|0.0375|0.0|0.232|0.554|129.976|audio_features|331l3xABO0HMr1Kkyh2LZq|spotify:track:331l3xABO0HMr1Kkyh2LZq|https://api.spotify.com/v1/tracks/331l3xABO0HMr1Kkyh2LZq|https://api.spotify.com/v1/audio-analysis/331l3xABO0HMr1Kkyh2LZq|149668|4|David Guetta|I Don't Wanna Wait|38|90
0.726|0.698|5|-4.165|1|0.0431|0.049|0.0|0.309|0.867|143.994|audio_features|3w3y8KPTfNeOKPiqUTakBh|spotify:track:3w3y8KPTfNeOKPiqUTakBh|https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh|https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh|233478|4|Bruno Mars|Locked out of Heaven|39|89
0.629|0.733|7|-5.445|1|0.0419|0.0025|0.0|0.357|0.362|120.001|audio_features|3Ua0m0YmEjrMi9XErKcNiR|spotify:track:3Ua0m0YmEjrMi9XErKcNiR|https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR|https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR|212241|4|Jimin|Like Crazy|40|88
0.429|0.661|11|-7.227|1|0.0281|0.00239|0.000121|0.234|0.285|173.372|audio_features|3AJwUDP919kvQ9QcozQPxg|spotify:track:3AJwUDP919kvQ9QcozQPxg|https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg|https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg|266773|4|Coldplay|Yellow|41|89
0.464|0.417|0|-9.345|0|0.0256|0.136|0.022|0.0974|0.479|67.528|audio_features|5XeFesFbtLpXzIVDNQP22n|spotify:track:5XeFesFbtLpXzIVDNQP22n|https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n|https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n|183956|4|Arctic Monkeys|I Wanna Be Yours|42|90
0.484|0.731|1|-6.694|1|0.0379|0.431|0.0|0.151|0.51|101.654|audio_features|7yq4Qj7cqayVTp3FF9CWbm|spotify:track:7yq4Qj7cqayVTp3FF9CWbm|https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm|https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm|204280|4|Vance Joy|Riptide|43|85
0.763|0.626|5|-5.637|0|0.0433|0.0859|0.225|0.205|0.78|100.02|audio_features|5Uptvz6j1sjDKxidAcnH2L|spotify:track:5Uptvz6j1sjDKxidAcnH2L|https://api.spotify.com/v1/tracks/5Uptvz6j1sjDKxidAcnH2L|https://api.spotify.com/v1/audio-analysis/5Uptvz6j1sjDKxidAcnH2L|156171|4|Cris Mj|SI NO ES CONTIGO|44|88
0.786|0.786|4|-6.372|0|0.0512|0.445|2.12e-06|0.0947|0.611|100.123|audio_features|1C84d9abZVKWHT2YYpoean|spotify:track:1C84d9abZVKWHT2YYpoean|https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean|https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean|147011|1|Luis R Conriquez|Si No Quieres No|45|89
0.819|0.675|7|-4.281|1|0.0727|0.0318|0.0|0.289|0.602|92.99|audio_features|63pLfjK6FvcYJYMGwtHjd6|spotify:track:63pLfjK6FvcYJYMGwtHjd6|https://api.spotify.com/v1/tracks/63pLfjK6FvcYJYMGwtHjd6|https://api.spotify.com/v1/audio-analysis/63pLfjK6FvcYJYMGwtHjd6|207747|4|Feid|SORRY 4 THAT MUCH|46|86
0.448|0.369|9|-9.514|1|0.0452|0.968|0.272|0.638|0.0998|174.097|audio_features|3hRV0jL3vUpRrcy398teAU|spotify:track:3hRV0jL3vUpRrcy398teAU|https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU|https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU|208212|3|Lord Huron|The Night We Met|47|88
0.835|0.679|7|-5.329|0|0.0364|0.583|1.98e-06|0.218|0.85|124.98|audio_features|3tt9i3Hhzq84dPS8H7iSiJ|spotify:track:3tt9i3Hhzq84dPS8H7iSiJ|https://api.spotify.com/v1/tracks/3tt9i3Hhzq84dPS8H7iSiJ|https://api.spotify.com/v1/audio-analysis/3tt9i3Hhzq84dPS8H7iSiJ|162638|4|Manuel Turizo|La Bachata|48|86
0.742|0.757|6|-4.981|1|0.0421|0.0187|0.0|0.305|0.957|139.982|audio_features|4xdBrk0nFZaP54vvZj0yx7|spotify:track:4xdBrk0nFZaP54vvZj0yx7|https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7|https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7|184841|4|Chappell Roan|HOT TO GO!|49|87
0.79|0.831|11|-4.185|1|0.044|0.312|0.0|0.0797|0.872|124.987|audio_features|2HRgqmZQC0MC7GeNuDIXHN|spotify:track:2HRgqmZQC0MC7GeNuDIXHN|https://api.spotify.com/v1/tracks/2HRgqmZQC0MC7GeNuDIXHN|https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN|183551|4|Jung Kook|Seven (feat. Latto) (Explicit Ver.)|50|85
